id,nombre,es_default,altura,peso,experiencia_base,tipos,habilidades,habilidades_ocultas,hp,ataque,defensa,ataque_especial,defensa_especial,velocidad,total_movimientos,movimientos,descripcion,es_legendario,es_mitico,tasa_captura,felicidad_base,habitat,generacion,cadena_evolucion_url,sprite_frente,sprite_shiny,fecha_extraccion
54,psyduck,True,8,196,64,water,"damp, cloud-nine, swift-swim",swift-swim,50,52,48,65,50,55,120,"mega-punch, pay-day, ice-punch, scratch, mega-kick, headbutt, body-slam, take-down, double-edge, tail-whip, disable, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, submission, low-kick, counter, seismic-toss, strength, dig, toxic, confusion, psychic, hypnosis, rage, mimic, screech, double-team, confuse-ray, light-screen, haze, bide, metronome, waterfall, swift, skull-bash, amnesia, bubble, flash, fury-swipes, rest, substitute, thief, snore, curse, protect, mud-slap, foresight, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, iron-tail, hidden-power, cross-chop, rain-dance, psych-up, future-sight, rock-smash, whirlpool, hail, facade, focus-punch, taunt, helping-hand, role-play, brick-break, yawn, knock-off, endeavor, skill-swap, refresh, secret-power, dive, signal-beam, muddy-water, aerial-ace, mud-shot, water-sport, calm-mind, water-pulse, brine, natural-gift, fling, worry-seed, aqua-tail, vacuum-wave, nasty-plot, shadow-claw, mud-bomb, zen-headbutt, captivate, hone-claws, wonder-room, psyshock, telekinesis, synchronoise, soak, low-sweep, simple-beam, round, clear-smog, scald, confide, power-up-punch, liquidation, flip-turn, tera-blast, trailblaze, chilling-water, psychic-noise","Padece continuamente dolores de cabeza. Cuando son muy fuertes, empieza a usar misteriosos poderes.",False,False,190,70,waters-edge,generation-i,https://pokeapi.co/api/v2/evolution-chain/23/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/54.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/54.png,2026-02-19T13:57:43.530362
55,golduck,True,17,766,175,water,"damp, cloud-nine, swift-swim",swift-swim,80,82,78,95,80,85,123,"mega-punch, pay-day, ice-punch, scratch, mega-kick, headbutt, body-slam, take-down, double-edge, tail-whip, disable, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, submission, low-kick, counter, seismic-toss, strength, dig, toxic, confusion, psychic, hypnosis, rage, mimic, screech, double-team, confuse-ray, light-screen, haze, bide, metronome, waterfall, swift, skull-bash, amnesia, bubble, flash, fury-swipes, rest, substitute, thief, snore, curse, protect, mud-slap, icy-wind, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, encore, iron-tail, hidden-power, rain-dance, psych-up, future-sight, rock-smash, whirlpool, hail, facade, focus-punch, taunt, helping-hand, role-play, brick-break, yawn, knock-off, endeavor, skill-swap, secret-power, dive, signal-beam, muddy-water, aerial-ace, mud-shot, water-sport, calm-mind, water-pulse, brine, natural-gift, fling, me-first, worry-seed, aqua-tail, power-gem, vacuum-wave, focus-blast, giga-impact, nasty-plot, shadow-claw, zen-headbutt, rock-climb, captivate, grass-knot, aqua-jet, hone-claws, wonder-room, psyshock, telekinesis, soak, low-sweep, round, scald, confide, power-up-punch, laser-focus, liquidation, flip-turn, tera-blast, trailblaze, chilling-water, psychic-noise",Aparece en ríos al anochecer. Puede usar poderes telequinéticos si su frente brilla misteriosamente.,False,False,75,70,waters-edge,generation-i,https://pokeapi.co/api/v2/evolution-chain/23/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/55.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/55.png,2026-02-19T13:57:44.174041
56,mankey,True,5,280,61,fighting,"vital-spirit, anger-point, defiant",defiant,40,80,35,35,45,70,118,"karate-chop, mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, scratch, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, leer, submission, low-kick, counter, seismic-toss, strength, thunderbolt, thunder, earthquake, dig, toxic, meditate, rage, mimic, screech, double-team, defense-curl, focus-energy, bide, metronome, swift, skull-bash, fury-swipes, rest, rock-slide, substitute, thief, snore, curse, reversal, spite, protect, scary-face, mud-slap, foresight, detect, outrage, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, pursuit, iron-tail, hidden-power, cross-chop, rain-dance, sunny-day, psych-up, rock-smash, beat-up, uproar, facade, focus-punch, smelling-salts, taunt, helping-hand, role-play, revenge, brick-break, endeavor, secret-power, overheat, rock-tomb, aerial-ace, bulk-up, covet, natural-gift, u-turn, close-combat, payback, assurance, fling, punishment, poison-jab, night-slash, seed-bomb, drain-punch, vacuum-wave, focus-blast, shadow-claw, rock-climb, gunk-shot, stone-edge, captivate, hone-claws, smack-down, low-sweep, round, acrobatics, retaliate, final-gambit, bulldoze, work-up, dual-chop, confide, power-up-punch, throat-chop, power-trip, stomping-tantrum, lash-out, tera-blast","Es peligroso acercarse si se enfada sin razón aparente, ya que no distingue entre amigos y enemigos.",False,False,190,70,mountain,generation-i,https://pokeapi.co/api/v2/evolution-chain/24/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/56.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/56.png,2026-02-19T13:57:44.782315
57,primeape,True,10,320,159,fighting,"vital-spirit, anger-point, defiant",defiant,65,105,60,60,70,95,115,"karate-chop, mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, scratch, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, leer, hyper-beam, submission, low-kick, counter, seismic-toss, strength, thunderbolt, thunder, earthquake, dig, toxic, rage, mimic, screech, double-team, defense-curl, focus-energy, bide, metronome, swift, skull-bash, fury-swipes, rest, rock-slide, substitute, thief, snore, curse, reversal, spite, protect, scary-face, mud-slap, detect, outrage, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, pursuit, iron-tail, hidden-power, cross-chop, rain-dance, sunny-day, psych-up, rock-smash, uproar, facade, focus-punch, taunt, helping-hand, role-play, brick-break, endeavor, secret-power, overheat, rock-tomb, aerial-ace, bulk-up, covet, natural-gift, u-turn, close-combat, payback, assurance, fling, punishment, poison-jab, seed-bomb, drain-punch, vacuum-wave, focus-blast, giga-impact, shadow-claw, rock-climb, gunk-shot, stone-edge, captivate, stealth-rock, hone-claws, smack-down, low-sweep, round, acrobatics, retaliate, final-gambit, bulldoze, work-up, dual-chop, confide, power-up-punch, throat-chop, stomping-tantrum, lash-out, tera-blast, rage-fist",Solo se calma cuando nadie está cerca. Llegar a ver ese momento es realmente difícil.,False,False,75,70,mountain,generation-i,https://pokeapi.co/api/v2/evolution-chain/24/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/57.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/57.png,2026-02-19T13:57:45.403447
58,growlithe,True,7,190,70,fire,"intimidate, flash-fire, justified",justified,55,70,45,70,50,60,81,"double-kick, headbutt, body-slam, take-down, thrash, double-edge, leer, bite, roar, ember, flamethrower, strength, dragon-rage, fire-spin, dig, toxic, agility, rage, mimic, double-team, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, thief, flame-wheel, snore, curse, reversal, protect, scary-face, mud-slap, outrage, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, dragon-breath, iron-tail, morning-sun, hidden-power, sunny-day, crunch, rock-smash, heat-wave, will-o-wisp, facade, helping-hand, secret-power, overheat, odor-sleuth, aerial-ace, howl, covet, natural-gift, close-combat, flare-blitz, thunder-fang, fire-fang, captivate, flame-burst, flame-charge, round, incinerate, retaliate, wild-charge, snarl, play-rough, confide, burn-up, psychic-fangs, raging-fury, tera-blast, temper-flare","Es muy agradable y leal. Para ahuyentar al enemigo, se pone a ladrar y a dar bocados.",False,False,190,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/25/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/58.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/58.png,2026-02-19T13:57:46.101159
59,arcanine,True,19,1550,194,fire,"intimidate, flash-fire, justified",justified,90,110,80,100,80,95,90,"headbutt, body-slam, take-down, double-edge, leer, bite, roar, ember, flamethrower, hyper-beam, strength, solar-beam, dragon-rage, fire-spin, dig, toxic, agility, rage, teleport, mimic, double-team, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, thief, flame-wheel, snore, curse, reversal, protect, scary-face, mud-slap, outrage, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, dragon-breath, iron-tail, hidden-power, sunny-day, crunch, extreme-speed, rock-smash, heat-wave, will-o-wisp, facade, helping-hand, superpower, secret-power, hyper-voice, overheat, odor-sleuth, aerial-ace, howl, covet, natural-gift, close-combat, flare-blitz, dragon-pulse, giga-impact, thunder-fang, fire-fang, rock-climb, iron-head, captivate, flame-charge, round, incinerate, retaliate, bulldoze, wild-charge, heat-crash, snarl, play-rough, confide, laser-focus, burn-up, psychic-fangs, scorching-sands, tera-blast, temper-flare",Un Pokémon muy admirado desde la antigüedad por su belleza. Corre ágilmente como si tuviera alas.,False,False,75,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/25/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/59.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/59.png,2026-02-19T13:57:46.725485
60,poliwag,True,6,124,60,water,"water-absorb, damp, swift-swim",swift-swim,40,50,40,40,40,90,77,"pound, double-slap, headbutt, body-slam, take-down, double-edge, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, low-kick, dig, toxic, psychic, hypnosis, rage, mimic, double-team, defense-curl, haze, bide, waterfall, swift, skull-bash, amnesia, bubble, psywave, splash, rest, substitute, thief, mind-reader, snore, curse, protect, belly-drum, mud-slap, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, encore, hidden-power, rain-dance, whirlpool, hail, facade, focus-punch, helping-hand, endeavor, refresh, secret-power, dive, ice-ball, weather-ball, muddy-water, mud-shot, water-sport, water-pulse, wake-up-slap, natural-gift, earth-power, mud-bomb, captivate, round, scald, bulldoze, confide, liquidation, tera-blast, chilling-water","Tiene una piel extraordinaria, fina y húmeda, que deja entrever las vísceras que tiene dispuestas en espiral.",False,False,255,70,waters-edge,generation-i,https://pokeapi.co/api/v2/evolution-chain/26/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/60.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/60.png,2026-02-19T13:57:47.442282
61,poliwhirl,True,10,200,135,water,"water-absorb, damp, swift-swim",swift-swim,65,65,65,50,50,90,91,"pound, double-slap, mega-punch, ice-punch, mega-kick, headbutt, body-slam, take-down, double-edge, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, psychic, hypnosis, rage, mimic, double-team, defense-curl, haze, bide, metronome, waterfall, swift, skull-bash, amnesia, bubble, psywave, splash, rest, substitute, thief, snore, curse, protect, belly-drum, mud-slap, icy-wind, detect, endure, swagger, attract, sleep-talk, return, frustration, encore, hidden-power, rain-dance, psych-up, rock-smash, whirlpool, hail, facade, focus-punch, helping-hand, brick-break, endeavor, secret-power, dive, weather-ball, muddy-water, mud-shot, water-sport, water-pulse, wake-up-slap, natural-gift, fling, earth-power, mud-bomb, captivate, low-sweep, round, scald, bulldoze, confide, power-up-punch, liquidation, tera-blast, chilling-water",Capaz de vivir dentro o fuera del agua. Fuera del agua suda para mantener baboso su cuerpo.,False,False,120,70,waters-edge,generation-i,https://pokeapi.co/api/v2/evolution-chain/26/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/61.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/61.png,2026-02-19T13:57:48.044900
62,poliwrath,True,13,540,230,"water, fighting","water-absorb, damp, swift-swim",swift-swim,90,95,95,70,90,70,116,"pound, double-slap, mega-punch, ice-punch, mega-kick, headbutt, body-slam, take-down, double-edge, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, psychic, hypnosis, rage, mimic, double-team, defense-curl, haze, bide, metronome, waterfall, swift, skull-bash, amnesia, bubble, psywave, splash, rest, rock-slide, substitute, thief, mind-reader, snore, curse, reversal, protect, scary-face, belly-drum, mud-slap, icy-wind, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, baton-pass, encore, hidden-power, rain-dance, psych-up, rock-smash, whirlpool, hail, facade, focus-punch, taunt, helping-hand, superpower, brick-break, knock-off, endeavor, secret-power, dive, weather-ball, rock-tomb, muddy-water, bulk-up, mud-shot, water-pulse, natural-gift, close-combat, payback, fling, poison-jab, drain-punch, vacuum-wave, focus-blast, earth-power, giga-impact, rock-climb, captivate, low-sweep, round, scald, circle-throw, bulldoze, work-up, dual-chop, confide, power-up-punch, darkest-lariat, high-horsepower, throat-chop, liquidation, coaching, tera-blast, chilling-water, upper-hand",Tiene músculos muy desarrollados. Es capaz de nadar en el océano sin descanso.,False,False,45,70,waters-edge,generation-i,https://pokeapi.co/api/v2/evolution-chain/26/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/62.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/62.png,2026-02-19T13:57:48.683731
63,abra,True,9,195,62,psychic,"synchronize, inner-focus, magic-guard",magic-guard,25,20,15,105,55,90,96,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, submission, counter, seismic-toss, thunder-wave, toxic, confusion, psychic, rage, teleport, mimic, double-team, barrier, light-screen, reflect, bide, metronome, swift, skull-bash, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, torment, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, knock-off, skill-swap, snatch, secret-power, signal-beam, calm-mind, shock-wave, gravity, natural-gift, embargo, fling, psycho-shift, power-trick, power-swap, guard-swap, drain-punch, energy-ball, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, guard-split, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, ally-switch, confide, dazzling-gleam, psychic-terrain, speed-swap",Duerme 18 horas al día y mientras lo hace es capaz de usar una serie de poderes extrasensoriales.,False,False,200,70,urban,generation-i,https://pokeapi.co/api/v2/evolution-chain/27/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/63.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/63.png,2026-02-19T13:57:49.304808
64,kadabra,True,13,565,140,psychic,"synchronize, inner-focus, magic-guard",magic-guard,40,35,30,120,70,105,103,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, psybeam, submission, counter, seismic-toss, thunder-wave, dig, toxic, confusion, psychic, hypnosis, rage, teleport, night-shade, mimic, double-team, recover, light-screen, reflect, bide, metronome, swift, skull-bash, kinesis, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, knock-off, skill-swap, snatch, secret-power, signal-beam, calm-mind, shock-wave, gravity, miracle-eye, natural-gift, embargo, fling, power-swap, guard-swap, drain-punch, energy-ball, psycho-cut, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, ally-switch, confide, dazzling-gleam, psychic-terrain, speed-swap, expanding-force","Cuando utiliza su poder psíquico, emite poderosas ondas alfa que pueden destruir dispositivos.",False,False,100,70,urban,generation-i,https://pokeapi.co/api/v2/evolution-chain/27/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/64.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/64.png,2026-02-19T13:57:49.947114
65,alakazam,True,15,480,225,psychic,"synchronize, inner-focus, magic-guard",magic-guard,55,50,45,135,95,120,111,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, psybeam, hyper-beam, submission, counter, seismic-toss, thunder-wave, dig, toxic, confusion, psychic, hypnosis, rage, teleport, night-shade, mimic, double-team, recover, barrier, light-screen, reflect, bide, metronome, swift, skull-bash, kinesis, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, knock-off, skill-swap, imprison, snatch, secret-power, signal-beam, calm-mind, shock-wave, gravity, miracle-eye, natural-gift, embargo, fling, power-swap, guard-swap, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, psycho-cut, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, stored-power, ally-switch, confide, dazzling-gleam, laser-focus, psychic-terrain, speed-swap, expanding-force","Sus neuronas se multiplican continuamente durante su vida. Por eso, siempre lo recuerda todo.",False,False,50,70,urban,generation-i,https://pokeapi.co/api/v2/evolution-chain/27/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/65.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/65.png,2026-02-19T13:57:50.557032
